intervenant,parti,intervention
Philippe Vigier,MODEM,"
Enfin, il faut avoir le courage de reconnaître que certaines tâches autrefois très pénibles le sont moins aujourd'hui et de réformer les régimes spéciaux. Les députés du groupe Démocrate, faisant preuve, comme dirait Jean-Paul Mattei, de sérénité active, jugent indispensable de défendre courageusement certaines mesures de justice sociale.La première est la clause de revoyure. Comme l'a dit le ministre du travail, M. Dussopt, la Première ministre s'y est déclarée favorable en fin de semaine. Qu'est-ce qu'une clause de revoyure ? Il ne s'agit pas d'accorder à l'exécutif un blanc-seing de dix ou quinze ans pour conduire cette réforme sans en mesurer les effets. Il serait malvenu de modifier un système à l'aveugle, sans évaluer ensuite l'efficacité des nouvelles mesures. Placée sous l'égide de la Cour des comptes et du COR, la clause de revoyure sera impartiale. Elle donnera l'occasion au Parlement de se réunir à nouveau pour se saisir du sujet et permettra au Gouvernement de tirer les leçons de la réforme. Introduire une telle clause, c'est poser un acte de transparence, donner un motif de confiance à nos concitoyens, notamment à la jeunesse, qui n'accorde aucun crédit à la réforme des retraites.En ce qui concerne les carrières hachées – n'oublions pas que 70 % de ces parcours concernent des femmes –, vous avez, monsieur le ministre, réalisé une avancée majeure. Vous avez également progressé sur la question des aidants et sur celle des congés parentaux. Nous vous demandons d'entendre qu'il faut aller plus loin dans la prise en compte des trimestres de maternité, car dans l'état actuel du texte, les femmes sont encore pénalisées.Chacun l'a compris, nous menons un débat à moitié tronqué. Nous avons échappé à la motion référendaire, qui revient à dire : circulez, il n'y a rien à voir ! "
Emeric Salmon,RN,"
C'est tout le contraire ! "
Jocelyn Dessigny,RN,"
Vous avez peur du peuple ! "
Philippe Vigier,MODEM,"
Nous avons aussi échappé à la motion de rejet préalable, qui revient à dire : ne vous inquiétez pas, nous légiférerons dans six mois ou dans un an ! "
Pierre Dharréville,GDR,"
Il reste à échapper à ce projet de loi ! "
Philippe Vigier,MODEM,"
Mais les urgences sont bien là ! "
Boris Vallaud,SOC,"
En tous cas, on n'échappe pas à M. Vigier… "
Philippe Vigier,MODEM,"
On ne peut pas déplorer les petites retraites ou les carrières hachées sans vouloir régler le problème dès maintenant ! On ne peut pas souligner les difficultés d'emploi des seniors, tout en laissant deux tiers d'entre eux sur le bord de la route ! Quel gâchis humain ! "
Cyrielle Chatelain,ECO,"
Le gâchis, c'est votre réforme ! "
Philippe Vigier,MODEM,"
Cette absence de transmission du savoir aux jeunes, quel dommage ! C'est dramatique de laisser faire cela. "
Philippe Vigier,MODEM,"
Que n'avez-vous agi lorsque vous étiez au pouvoir ! Il fallait y aller avec courage et détermination, cher Jérôme Guedj, il fallait le faire ! "
Jérôme Guedj,SOC,"
C'est maintenant qu'il faut le faire ! "
Philippe Vigier,MODEM,"
Chers collègues, j'ai un regret. Nous avons mené des débats de qualité en commission, jusqu'à l'article 3, mais vous avez créé vous-mêmes les conditions qui nous empêchent de les poursuivre. "
Sébastien Jumel,GDR,"
Mais non ! "
Philippe Vigier,MODEM,"
Vous avez déposé plus de 20 000 amendements, en sachant pertinemment – disons-le aux Français – qu'ils ne seraient pas étudiés. "
Sébastien Jumel,GDR,"
Bien sûr que non ! "
Philippe Vigier,MODEM,"
Vous prenez en otage l'Assemblée nationale, car nous n'irons pas au bout de l'examen du texte ! "
Cyrielle Chatelain,ECO,"
C'est n'importe quoi. "
Philippe Vigier,MODEM,"
C'est vous qui l'avez voulu, c'est votre responsabilité ! "
Philippe Vigier,MODEM,"
Vous devrez rendre des comptes devant les Français. "
Sandra Regol,ECO,"
Allez parler aux Français ! Ils ont dit mille fois ce qu'ils pensaient de la réforme, mais vous ne comprenez pas ! "
Philippe Vigier,MODEM,"
Je terminerai en vous demandant d'arrêter de nous parler du départ à 64 ans : nous n'arriverons pas jusqu'à cet article, à cause de vous ! "
Yaël Braun-Pivet,REN,"
La parole est à M. Boris Vallaud. "
Boris Vallaud,SOC,"
Voici dans quelle pensée je monte à la tribune : je m'y présente avec gravité, car je n'ignore rien de l'espérance que suscite le débat parlementaire, celle de vous voir renoncer à la réforme brutale et injuste que vous maintenez avec une obstination incompréhensible, envers et contre tous, Français et syndicats.Car la vérité, la voici : « les dépenses de retraites ne dérapent pas ; elles sont relativement maîtrisées ». "
Erwan Balanant,MODEM,"
« Relativement » ! "
Laurent Croizier,MODEM,"
Tout est dans l'adverbe ! "
Boris Vallaud,SOC,"
Tels sont, sans exégèse et sans intermédiaire, les propos du président du COR. Le reste est mensonge et se heurte au réel. Plutôt qu'à un dérapage des dépenses, nous assistons à une diminution des recettes, que vous organisez de la plus vile des manières en appauvrissant les fonctionnaires, dont le pouvoir d'achat baissera de 11 % d'ici la fin du quinquennat. "
Boris Vallaud,SOC,"
Mesurons la gravité et la vilenie de cette politique : vous creusez artificiellement le déficit des retraites.La vérité, la voici encore : votre réforme, c'est un impôt. Un impôt que vous prélevez sur la vie des gens. Un impôt injuste, dégressif, qui prend beaucoup à ceux qui possèdent peu et peu à ceux qui possèdent beaucoup. Un impôt sur la vie des classes populaires et des classes moyennes. Un impôt sur les carrières longues et les carrières pénibles, qui usent, qui rongent, qui épuisent. Les dos cassés, les épaules douloureuses, les articulations abîmées, les poumons mités, les âmes lessivées : voilà la vérité à laquelle votre réforme ne changera rien. "
Inaki Echaniz,SOC,"
Bravo ! "
Boris Vallaud,SOC,"
Messieurs les ministres, nous ne nous laisserons pas abuser par les hochets que vous promettez à la droite pour obtenir son soutien. Je recommande à mes collègues de ne pas s'y laisser prendre. "
Thibault Bazin,LR,"
Ne vous inquiétez pas pour nous, nous sommes adultes et indépendants ! "
Boris Vallaud,SOC,"
Votre réforme est un impôt sur la vie. J'ose reprendre à mon compte la formule utilisée par la CGT en 1910 : votre réforme, c'est « la retraite pour les morts ». "
Boris Vallaud,SOC,"
Elle aggrave toutes les injustices, approfondit toutes les inégalités : c'est du sel jeté sur les plaies de la vie. Après la réforme, la probabilité de mourir avant d'atteindre l'âge de la retraite augmentera deux fois plus pour les plus modestes que pour les plus aisés. "
Laurent Jacobelli,RN,"
Et Marisol Touraine ? "
Laurent Croizier,MODEM,"
Vous l'avez votée, la réforme Touraine, n'est-ce pas ? "
Boris Vallaud,SOC,"
Comme si la vie ne leur était pas déjà plus dure, vous voulez que la retraite leur soit plus courte ; vous les condamnez à une retraite de moins de cinq ans ou passée dans la maladie. Vous tuez l'espérance d'un départ à la retraite en bonne santé et sans souffrance.Votre réforme est un impôt sur la vie des femmes, qui en seront les grandes perdantes, malgré toutes vos dénégations. La grande cause du quinquennat, c'est « cause toujours ». "
Boris Vallaud,SOC,"
Les deux tiers des économies réalisées le seront sur le dos des femmes, qui surcotiseront deux fois plus longtemps que les hommes sans que les écarts entre les pensions ne se réduisent, et qui continueront à partir à la retraite plus tardivement. Bravo.La vérité, toujours, c'est que votre réforme est qu'en plus de prélever un impôt sur la vie des pauvres, votre réforme fera des économies sur le dos des travailleurs. Après le « quoi qu'il en coûte », il en coûtera à celles et à ceux que nous avons applaudis à vingt heures, qui avaient espéré de notre bruyante reconnaissance des lendemains plus justes. "
Erwan Balanant,MODEM,"
Vous regrettez le « quoi qu'il en coûte » ? "
Bruno Millienne,MODEM,"
Il ne fallait pas le faire ? "
Laurent Croizier,MODEM,"
Il fallait laisser des milliers de personnes au chômage ? "
Boris Vallaud,SOC,"
Après le « quoi qu'il en coûte », c'est à ces travailleurs que le Gouvernement fera payer la crise. "
Bruno Millienne,MODEM,"
Vous êtes intellectuellement malhonnête. "
Boris Vallaud,SOC,"
Quand cesserez-vous de faire les poches de ceux qui n'ont rien, quand mettrez-vous à contribution ceux qui ont les poches pleines ? La France est en souffrance, et le mal qui l'épuise, c'est l'injustice ! "
Arthur Delaporte,SOC,"
Bravo ! "
Boris Vallaud,SOC,"
J'ai vu par les rues des femmes et des hommes qui n'ont que leur travail pour vivre, s'échapper de l'atelier, du bureau ou de l'usine, renoncer à quelques heures d'un salaire souvent modeste, pour manifester. J'ai entendu dans les rangs serrés la fierté de celles et de ceux qui manifestaient pour la première fois , "
Boris Vallaud,SOC,"
parce que cette fois-ci, c'est trop, parce que cette fois-ci, c'est trop injuste ! J'ai vu le corps tourmenté de ceux qui aiment leur métier et l'exercent fièrement mais, parce qu'ils veulent l'exercer convenablement et qu'ils aiment l'ouvrage bien fait, ne pourront le pratiquer plus longtemps. J'ai vu des travailleuses et des travailleurs ; j'ai vu le travail, les rêves et le mérite, en marche contre votre réforme. "
Boris Vallaud,SOC,"
Ne le voyez-vous pas ? La question qui nous occupe a des sources bien plus profondes et aura des conséquences bien plus vastes et durables que votre seule réforme des retraites. Il ne s'agit pas d'une crise passagère, d'une fièvre dont vous pourriez espérer qu'elle retombe. Non, c'est une révolte sourde contre l'ordre établi. C'est une quête du sens perdu du travail, de la place de l'homme, de notre rapport au monde, aux choses et aux autres. C'est un désir de rupture avec un monde que les inégalités rendent invivable et que le changement climatique rendra bientôt inhabitable. C'est une aspiration à un autre monde, à une République sociale, à un ordre juste. C'est une revendication du pouvoir de vivre.Messieurs les ministres, vous êtes l'ordre ancien qui empêche le nouveau d'éclore. "
Michel Herbillon,LR,"
Si la NUPES représente l'ordre nouveau, on demande à voir… "
Boris Vallaud,SOC,"
Vous êtes les coalisés d'un conservatisme vain. "
Laurent Esquenet-Goxes,MODEM,"
Et Touraine ? "
Boris Vallaud,SOC,"
Sous l'effet de la colère, le meilleur ou le pire peut advenir : de votre écoute ou de votre obstination dépendra la France de demain. Pour notre part, nous continuerons d'affirmer avec Pierre Mendès France que « la République doit se construire sans cesse » et qu'elle est « éternellement révolutionnaire […] tant qu'il reste des progrès à accomplir ». Ne vous obstinez pas à rester conservateurs : choisissez le camp du progrès, renoncez à votre réforme ! "
Yaël Braun-Pivet,REN,"
La parole est à M. Paul Christophe. "
Paul Christophe,HOR,"
Notre système de retraite par répartition, à l'inverse d'un système par capitalisation, repose sur la solidarité intergénérationnelle. Rappelons-le, les cotisations supportées par les actifs au titre de l'assurance vieillesse financent les pensions des retraités. Aussi convient-il de rappeler un chiffre à ceux qui pensent que la réforme n'est pas nécessaire, un seul chiffre connu de tous, pour illustrer pourquoi elle l'est : aujourd'hui, 1,7 actif finance une pension de retraite. "
Nicolas Sansu,GDR,"
Oh non, pas encore ! "
Sarah Legrain,LFI,"
Changez de disque ! "
Emeric Salmon,RN,"
Et la productivité ? "
Paul Christophe,HOR,"
Le système avait été conçu dans l'après-guerre selon un équilibre initial de cinq actifs pour un retraité. "
Matthias Tavel,LFI,"
Mais à l'époque, les actifs produisaient beaucoup moins qu'aujourd'hui ! "
Paul Christophe,HOR,"
Personne ne peut nier cette réalité démographique implacable : le ratio des cotisants par bénéficiaire n'a cessé de se dégrader. Il a désormais atteint un point critique, et ira encore en s'aggravant. Les causes en sont multiples : on peut citer l'augmentation de l'espérance de vie, la baisse de la natalité, l'extension de la durée des études ou encore l'arrivée à l'âge de la retraite de la génération du baby-boom. Ce phénomène a pour conséquence un déficit de plus de 30 milliards d'euros par an du système de retraite par répartition qui, je le rappelle, repose sur un financement solidaire intergénérationnel par le travail. Si nous ne modifions par les paramètres du système, sa pérennité et sa prospérité ne sont pas garanties pour les générations à venir.Sauver le système de retraite et préparer l'avenir : ces ambitions requièrent une vision sur le long terme. La condition préalable est l'équilibre des comptes. En effet, dans tous les scénarios, même le plus favorable, le déséquilibre financier s'aggravera et le niveau des pensions diminuera. Nous refusons une telle trajectoire. Le groupe Horizons et apparentés est particulièrement attaché à ce principe, qui lui servira de boussole au cours de nos débats.Pour équilibrer notre système par répartition, trois possibilités s'offrent à nous. Le choix est donc simple : nous pouvons soit baisser les pensions de retraite, ce qui grèverait le pouvoir d'achat des retraités, soit augmenter les cotisations, ce qui grèverait le pouvoir d'achat des salariés en diminuant leur salaire net, soit travailler plus longtemps. Notons que la France n'est pas la seule à être confrontée à cette question : la plupart de nos voisins européens ont fait avant nous le choix d'augmenter la durée du travail. C'est le sens dans lequel vont leurs mesures, qu'elles soient prises par un gouvernement de droite ou de gauche. "
